target_month,as_of,vintage,global__mean,global__median,global__trimmed_mean,global__std,global__n_products,global__missing_fraction,global__second_window_missing_fraction,twentieth__mean,twentieth__median,twentieth__trimmed_mean,twentieth__std,twentieth__n_products,twentieth__missing_fraction,category__一、黑色金属__mean,category__一、黑色金属__missing,twentieth_category__一、黑色金属__mean,twentieth_category__一、黑色金属__missing,category__七、农产品__mean,category__七、农产品__missing,twentieth_category__七、农产品__mean,twentieth_category__七、农产品__missing,category__三、化工产品__mean,category__三、化工产品__missing,twentieth_category__三、化工产品__mean,twentieth_category__三、化工产品__missing,category__九、林产品__mean,category__九、林产品__missing,twentieth_category__九、林产品__mean,twentieth_category__九、林产品__missing,category__二、有色金属__mean,category__二、有色金属__missing,twentieth_category__二、有色金属__mean,twentieth_category__二、有色金属__missing,category__五、煤炭__mean,category__五、煤炭__missing,twentieth_category__五、煤炭__mean,twentieth_category__五、煤炭__missing,category__八、农业生产资料__mean,category__八、农业生产资料__missing,twentieth_category__八、农业生产资料__mean,twentieth_category__八、农业生产资料__missing,category__六、非金属建材__mean,category__六、非金属建材__missing,twentieth_category__六、非金属建材__mean,twentieth_category__六、非金属建材__missing,category__四、石油天然气__mean,category__四、石油天然气__missing,twentieth_category__四、石油天然气__mean,twentieth_category__四、石油天然气__missing,product__人造板（1220*2440*15mm）,missing__人造板（1220*2440*15mm）,twentieth_product__人造板（1220*2440*15mm）,twentieth_missing__人造板（1220*2440*15mm）,product__农药(草甘膦，95%原药）,missing__农药(草甘膦，95%原药）,twentieth_product__农药(草甘膦，95%原药）,twentieth_missing__农药(草甘膦，95%原药）,product__复合硅酸盐水泥（P.C 32.5袋装）,missing__复合硅酸盐水泥（P.C 32.5袋装）,twentieth_product__复合硅酸盐水泥（P.C 32.5袋装）,twentieth_missing__复合硅酸盐水泥（P.C 32.5袋装）,product__复合肥（硫酸钾复合肥）,missing__复合肥（硫酸钾复合肥）,twentieth_product__复合肥（硫酸钾复合肥）,twentieth_missing__复合肥（硫酸钾复合肥）,product__大同混煤（5800大卡）,missing__大同混煤（5800大卡）,twentieth_product__大同混煤（5800大卡）,twentieth_missing__大同混煤（5800大卡）,product__大豆（黄豆）,missing__大豆（黄豆）,twentieth_product__大豆（黄豆）,twentieth_missing__大豆（黄豆）,product__小麦（国标三等）,missing__小麦（国标三等）,twentieth_product__小麦（国标三等）,twentieth_missing__小麦（国标三等）,product__尿素（小颗料）,missing__尿素（小颗料）,twentieth_product__尿素（小颗料）,twentieth_missing__尿素（小颗料）,product__山西优混（5500大卡）,missing__山西优混（5500大卡）,twentieth_product__山西优混（5500大卡）,twentieth_missing__山西优混（5500大卡）,product__山西大混（5000大卡）,missing__山西大混（5000大卡）,twentieth_product__山西大混（5000大卡）,twentieth_missing__山西大混（5000大卡）,product__无烟煤（2号洗中块）,missing__无烟煤（2号洗中块）,twentieth_product__无烟煤（2号洗中块）,twentieth_missing__无烟煤（2号洗中块）,"product__无缝钢管（219*6,20#）","missing__无缝钢管（219*6,20#）","twentieth_product__无缝钢管（219*6,20#）","twentieth_missing__无缝钢管（219*6,20#）","product__普通中板（20mm,Q235）","missing__普通中板（20mm,Q235）","twentieth_product__普通中板（20mm,Q235）","twentieth_missing__普通中板（20mm,Q235）",product__普通混煤（4500大卡）,missing__普通混煤（4500大卡）,twentieth_product__普通混煤（4500大卡）,twentieth_missing__普通混煤（4500大卡）,product__普通硅酸盐水泥（P.O 42.5散装）,missing__普通硅酸盐水泥（P.O 42.5散装）,twentieth_product__普通硅酸盐水泥（P.O 42.5散装）,twentieth_missing__普通硅酸盐水泥（P.O 42.5散装）,product__柴油（0#）,missing__柴油（0#）,twentieth_product__柴油（0#）,twentieth_missing__柴油（0#）,product__棉花（皮棉，白棉三级）,missing__棉花（皮棉，白棉三级）,twentieth_product__棉花（皮棉，白棉三级）,twentieth_missing__棉花（皮棉，白棉三级）,product__汽油（93#）,missing__汽油（93#）,twentieth_product__汽油（93#）,twentieth_missing__汽油（93#）,product__汽油（97#）,missing__汽油（97#）,twentieth_product__汽油（97#）,twentieth_missing__汽油（97#）,product__浮法平板玻璃（4.8/5mm）,missing__浮法平板玻璃（4.8/5mm）,twentieth_product__浮法平板玻璃（4.8/5mm）,twentieth_missing__浮法平板玻璃（4.8/5mm）,product__涤纶长丝（FDY150D/96F）,missing__涤纶长丝（FDY150D/96F）,twentieth_product__涤纶长丝（FDY150D/96F）,twentieth_missing__涤纶长丝（FDY150D/96F）,product__液化天然气（LNG）,missing__液化天然气（LNG）,twentieth_product__液化天然气（LNG）,twentieth_missing__液化天然气（LNG）,product__液化石油气（LPG）,missing__液化石油气（LPG）,twentieth_product__液化石油气（LPG）,twentieth_missing__液化石油气（LPG）,product__烧碱(液碱，32%),missing__烧碱(液碱，32%),twentieth_product__烧碱(液碱，32%),twentieth_missing__烧碱(液碱，32%),"product__热轧普通薄板（3mm,Q235）","missing__热轧普通薄板（3mm,Q235）","twentieth_product__热轧普通薄板（3mm,Q235）","twentieth_missing__热轧普通薄板（3mm,Q235）",product__焦炭（二级冶金焦）,missing__焦炭（二级冶金焦）,twentieth_product__焦炭（二级冶金焦）,twentieth_missing__焦炭（二级冶金焦）,product__焦煤（1/3焦煤）,missing__焦煤（1/3焦煤）,twentieth_product__焦煤（1/3焦煤）,twentieth_missing__焦煤（1/3焦煤）,product__玉米（黄玉米二等）,missing__玉米（黄玉米二等）,twentieth_product__玉米（黄玉米二等）,twentieth_missing__玉米（黄玉米二等）,product__瓦楞纸（高强）,missing__瓦楞纸（高强）,twentieth_product__瓦楞纸（高强）,twentieth_missing__瓦楞纸（高强）,product__生猪（外三元）,missing__生猪（外三元）,twentieth_product__生猪（外三元）,twentieth_missing__生猪（外三元）,product__甲醇（优等品）,missing__甲醇（优等品）,twentieth_product__甲醇（优等品）,twentieth_missing__甲醇（优等品）,product__电解铜（1#）,missing__电解铜（1#）,twentieth_product__电解铜（1#）,twentieth_missing__电解铜（1#）,product__石蜡（58#半）,missing__石蜡（58#半）,twentieth_product__石蜡（58#半）,twentieth_missing__石蜡（58#半）,product__硫酸（98%）,missing__硫酸（98%）,twentieth_product__硫酸（98%）,twentieth_missing__硫酸（98%）,product__稻米（粳稻米）,missing__稻米（粳稻米）,twentieth_product__稻米（粳稻米）,twentieth_missing__稻米（粳稻米）,product__纯苯（石油苯，工业级）,missing__纯苯（石油苯，工业级）,twentieth_product__纯苯（石油苯，工业级）,twentieth_missing__纯苯（石油苯，工业级）,product__纸浆（漂白化学浆）,missing__纸浆（漂白化学浆）,twentieth_product__纸浆（漂白化学浆）,twentieth_missing__纸浆（漂白化学浆）,"product__线材（Φ6.5mm,HPB300）","missing__线材（Φ6.5mm,HPB300）","twentieth_product__线材（Φ6.5mm,HPB300）","twentieth_missing__线材（Φ6.5mm,HPB300）",product__聚丙烯（T30S）,missing__聚丙烯（T30S）,twentieth_product__聚丙烯（T30S）,twentieth_missing__聚丙烯（T30S）,product__聚乙烯（LLDPE，7042）,missing__聚乙烯（LLDPE，7042）,twentieth_product__聚乙烯（LLDPE，7042）,twentieth_missing__聚乙烯（LLDPE，7042）,product__聚氯乙烯（SG5）,missing__聚氯乙烯（SG5）,twentieth_product__聚氯乙烯（SG5）,twentieth_missing__聚氯乙烯（SG5）,product__花生（油料花生米）,missing__花生（油料花生米）,twentieth_product__花生（油料花生米）,twentieth_missing__花生（油料花生米）,product__苯乙烯（一级品）,missing__苯乙烯（一级品）,twentieth_product__苯乙烯（一级品）,twentieth_missing__苯乙烯（一级品）,"product__螺纹钢（Φ16-25mm,HRB400）","missing__螺纹钢（Φ16-25mm,HRB400）","twentieth_product__螺纹钢（Φ16-25mm,HRB400）","twentieth_missing__螺纹钢（Φ16-25mm,HRB400）",product__角钢（5#）,missing__角钢（5#）,twentieth_product__角钢（5#）,twentieth_missing__角钢（5#）,product__豆粕（粗蛋白含量≥43%）,missing__豆粕（粗蛋白含量≥43%）,twentieth_product__豆粕（粗蛋白含量≥43%）,twentieth_missing__豆粕（粗蛋白含量≥43%）,product__铅锭（1#）,missing__铅锭（1#）,twentieth_product__铅锭（1#）,twentieth_missing__铅锭（1#）,product__铝锭（A00）,missing__铝锭（A00）,twentieth_product__铝锭（A00）,twentieth_missing__铝锭（A00）,product__锌锭（0#）,missing__锌锭（0#）,twentieth_product__锌锭（0#）,twentieth_missing__锌锭（0#）,product__顺丁胶（BR9000）,missing__顺丁胶（BR9000）,twentieth_product__顺丁胶（BR9000）,twentieth_missing__顺丁胶（BR9000）,feature_hash,target_mom_pct,feature_cutoff,actual_published_at,availability_basis,realtime_status,product__复合硅酸盐水泥（P.C32.5袋装）,missing__复合硅酸盐水泥（P.C32.5袋装）,twentieth_product__复合硅酸盐水泥（P.C32.5袋装）,twentieth_missing__复合硅酸盐水泥（P.C32.5袋装）,product__普通硅酸盐水泥（P.O42.5散装）,missing__普通硅酸盐水泥（P.O42.5散装）,twentieth_product__普通硅酸盐水泥（P.O42.5散装）,twentieth_missing__普通硅酸盐水泥（P.O42.5散装）,product__浮法平板玻璃（4.8-5mm）,missing__浮法平板玻璃（4.8-5mm）,twentieth_product__浮法平板玻璃（4.8-5mm）,twentieth_missing__浮法平板玻璃（4.8-5mm）,product__复合硅酸盐水泥（P.C 32.5R袋装）,missing__复合硅酸盐水泥（P.C 32.5R袋装）,twentieth_product__复合硅酸盐水泥（P.C 32.5R袋装）,twentieth_missing__复合硅酸盐水泥（P.C 32.5R袋装）,product__柴油（0#国Ⅴ）,missing__柴油（0#国Ⅴ）,twentieth_product__柴油（0#国Ⅴ）,twentieth_missing__柴油（0#国Ⅴ）,product__汽油（92#国Ⅴ）,missing__汽油（92#国Ⅴ）,twentieth_product__汽油（92#国Ⅴ）,twentieth_missing__汽油（92#国Ⅴ）,product__汽油（95#国Ⅴ）,missing__汽油（95#国Ⅴ）,twentieth_product__汽油（95#国Ⅴ）,twentieth_missing__汽油（95#国Ⅴ）,product__复合肥（硫酸钾复合肥，氮磷钾含量45%）,missing__复合肥（硫酸钾复合肥，氮磷钾含量45%）,twentieth_product__复合肥（硫酸钾复合肥，氮磷钾含量45%）,twentieth_missing__复合肥（硫酸钾复合肥，氮磷钾含量45%）,product__稻米（粳稻米一级）,missing__稻米（粳稻米一级）,twentieth_product__稻米（粳稻米一级）,twentieth_missing__稻米（粳稻米一级）,category__七、农产品（主要用于加工）__mean,category__七、农产品（主要用于加工）__missing,twentieth_category__七、农产品（主要用于加工）__mean,twentieth_category__七、农产品（主要用于加工）__missing,product__柴油（0#国VI）,missing__柴油（0#国VI）,twentieth_product__柴油（0#国VI）,twentieth_missing__柴油（0#国VI）,product__汽油（92#国VI）,missing__汽油（92#国VI）,twentieth_product__汽油（92#国VI）,twentieth_missing__汽油（92#国VI）,product__汽油（95#国VI）,missing__汽油（95#国VI）,twentieth_product__汽油（95#国VI）,twentieth_missing__汽油（95#国VI）,product__普通硅酸盐水泥（P.O 42.5袋装）注2,missing__普通硅酸盐水泥（P.O 42.5袋装）注2,twentieth_product__普通硅酸盐水泥（P.O 42.5袋装）注2,twentieth_missing__普通硅酸盐水泥（P.O 42.5袋装）注2,product__普通硅酸盐水泥（P.O 42.5袋装）,missing__普通硅酸盐水泥（P.O 42.5袋装）,twentieth_product__普通硅酸盐水泥（P.O 42.5袋装）,twentieth_missing__普通硅酸盐水泥（P.O 42.5袋装）,product__天然橡胶（标准胶SCRWF）注3,missing__天然橡胶（标准胶SCRWF）注3,twentieth_product__天然橡胶（标准胶SCRWF）注3,twentieth_missing__天然橡胶（标准胶SCRWF）注3,product__无烟煤（洗中块）注2,missing__无烟煤（洗中块）注2,twentieth_product__无烟煤（洗中块）注2,twentieth_missing__无烟煤（洗中块）注2,product__焦煤（主焦煤）注2,missing__焦煤（主焦煤）注2,twentieth_product__焦煤（主焦煤）注2,twentieth_missing__焦煤（主焦煤）注2,"product__螺纹钢（Φ16-25mm,HRB400E）注2","missing__螺纹钢（Φ16-25mm,HRB400E）注2","twentieth_product__螺纹钢（Φ16-25mm,HRB400E）注2","twentieth_missing__螺纹钢（Φ16-25mm,HRB400E）注2",product__天然橡胶（标准胶SCRWF）,missing__天然橡胶（标准胶SCRWF）,twentieth_product__天然橡胶（标准胶SCRWF）,twentieth_missing__天然橡胶（标准胶SCRWF）,product__无烟煤（洗中块）,missing__无烟煤（洗中块）,twentieth_product__无烟煤（洗中块）,twentieth_missing__无烟煤（洗中块）,product__焦煤（主焦煤）,missing__焦煤（主焦煤）,twentieth_product__焦煤（主焦煤）,twentieth_missing__焦煤（主焦煤）,"product__螺纹钢（Φ16-25mm,HRB400E）","missing__螺纹钢（Φ16-25mm,HRB400E）","twentieth_product__螺纹钢（Φ16-25mm,HRB400E）","twentieth_missing__螺纹钢（Φ16-25mm,HRB400E）",product__农药（草甘膦，95%原药）,missing__农药（草甘膦，95%原药）,twentieth_product__农药（草甘膦，95%原药）,twentieth_missing__农药（草甘膦，95%原药）,product__烧碱（液碱，32%）,missing__烧碱（液碱，32%）,twentieth_product__烧碱（液碱，32%）,twentieth_missing__烧碱（液碱，32%）,product__无缝钢管（219*6，20#）,missing__无缝钢管（219*6，20#）,twentieth_product__无缝钢管（219*6，20#）,twentieth_missing__无缝钢管（219*6，20#）,product__普通中板（20mm，Q235）,missing__普通中板（20mm，Q235）,twentieth_product__普通中板（20mm，Q235）,twentieth_missing__普通中板（20mm，Q235）,product__热轧普通薄板（3mm，Q235）,missing__热轧普通薄板（3mm，Q235）,twentieth_product__热轧普通薄板（3mm，Q235）,twentieth_missing__热轧普通薄板（3mm，Q235）,product__线材（Φ6.5mm，HPB300）,missing__线材（Φ6.5mm，HPB300）,twentieth_product__线材（Φ6.5mm，HPB300）,twentieth_missing__线材（Φ6.5mm，HPB300）,product__螺纹钢（Φ16-25mm，HRB400E）,missing__螺纹钢（Φ16-25mm，HRB400E）,twentieth_product__螺纹钢（Φ16-25mm，HRB400E）,twentieth_missing__螺纹钢（Φ16-25mm，HRB400E）,product__涤纶长丝（POY150D/48F）注2,missing__涤纶长丝（POY150D/48F）注2,twentieth_product__涤纶长丝（POY150D/48F）注2,twentieth_missing__涤纶长丝（POY150D/48F）注2,product__热轧普通板卷（4.75-11.5mm，Q235）注2,missing__热轧普通板卷（4.75-11.5mm，Q235）注2,twentieth_product__热轧普通板卷（4.75-11.5mm，Q235）注2,twentieth_missing__热轧普通板卷（4.75-11.5mm，Q235）注2,product__焦炭（准一级冶金焦）注2,missing__焦炭（准一级冶金焦）注2,twentieth_product__焦炭（准一级冶金焦）注2,twentieth_missing__焦炭（准一级冶金焦）注2,product__瓦楞纸（AA级120g）注2,missing__瓦楞纸（AA级120g）注2,twentieth_product__瓦楞纸（AA级120g）注2,twentieth_missing__瓦楞纸（AA级120g）注2,product__纸浆（进口针叶浆）注2,missing__纸浆（进口针叶浆）注2,twentieth_product__纸浆（进口针叶浆）注2,twentieth_missing__纸浆（进口针叶浆）注2,product__聚丙烯（拉丝料）注2,missing__聚丙烯（拉丝料）注2,twentieth_product__聚丙烯（拉丝料）注2,twentieth_missing__聚丙烯（拉丝料）注2,product__聚乙烯(LLDPE，熔融指数2薄膜料）注2,missing__聚乙烯(LLDPE，熔融指数2薄膜料）注2,twentieth_product__聚乙烯(LLDPE，熔融指数2薄膜料）注2,twentieth_missing__聚乙烯(LLDPE，熔融指数2薄膜料）注2,product__尿素（小颗粒）,missing__尿素（小颗粒）,twentieth_product__尿素（小颗粒）,twentieth_missing__尿素（小颗粒）,product__涤纶长丝（POY150D/48F）,missing__涤纶长丝（POY150D/48F）,twentieth_product__涤纶长丝（POY150D/48F）,twentieth_missing__涤纶长丝（POY150D/48F）,product__热轧普通板卷（4.75-11.5mm，Q235）,missing__热轧普通板卷（4.75-11.5mm，Q235）,twentieth_product__热轧普通板卷（4.75-11.5mm，Q235）,twentieth_missing__热轧普通板卷（4.75-11.5mm，Q235）,product__焦炭（准一级冶金焦）,missing__焦炭（准一级冶金焦）,twentieth_product__焦炭（准一级冶金焦）,twentieth_missing__焦炭（准一级冶金焦）,product__瓦楞纸（AA级120g）,missing__瓦楞纸（AA级120g）,twentieth_product__瓦楞纸（AA级120g）,twentieth_missing__瓦楞纸（AA级120g）,product__纸浆（进口针叶浆）,missing__纸浆（进口针叶浆）,twentieth_product__纸浆（进口针叶浆）,twentieth_missing__纸浆（进口针叶浆）,product__聚丙烯（拉丝料）,missing__聚丙烯（拉丝料）,twentieth_product__聚丙烯（拉丝料）,twentieth_missing__聚丙烯（拉丝料）,product__聚乙烯(LLDPE，熔融指数2薄膜料）,missing__聚乙烯(LLDPE，熔融指数2薄膜料）,twentieth_product__聚乙烯(LLDPE，熔融指数2薄膜料）,twentieth_missing__聚乙烯(LLDPE，熔融指数2薄膜料）,product__聚乙烯（LLDPE，熔融指数2薄膜料）,missing__聚乙烯（LLDPE，熔融指数2薄膜料）,twentieth_product__聚乙烯（LLDPE，熔融指数2薄膜料）,twentieth_missing__聚乙烯（LLDPE，熔融指数2薄膜料）,product__线材（Φ8-10mm，HPB300）注1,missing__线材（Φ8-10mm，HPB300）注1,twentieth_product__线材（Φ8-10mm，HPB300）注1,twentieth_missing__线材（Φ8-10mm，HPB300）注1,product__螺纹钢（Φ20mm，HRB400E）注1,missing__螺纹钢（Φ20mm，HRB400E）注1,twentieth_product__螺纹钢（Φ20mm，HRB400E）注1,twentieth_missing__螺纹钢（Φ20mm，HRB400E）注1,product__线材（Φ8-10mm，HPB300）,missing__线材（Φ8-10mm，HPB300）,twentieth_product__线材（Φ8-10mm，HPB300）,twentieth_missing__线材（Φ8-10mm，HPB300）,product__螺纹钢（Φ20mm，HRB400E）,missing__螺纹钢（Φ20mm，HRB400E）,twentieth_product__螺纹钢（Φ20mm，HRB400E）,twentieth_missing__螺纹钢（Φ20mm，HRB400E）,product__普通硅酸盐水泥（P.O42.5袋装）,missing__普通硅酸盐水泥（P.O42.5袋装）,twentieth_product__普通硅酸盐水泥（P.O42.5袋装）,twentieth_missing__普通硅酸盐水泥（P.O42.5袋装）,product__烧碱（液碱，32%),missing__烧碱（液碱，32%),twentieth_product__烧碱（液碱，32%),twentieth_missing__烧碱（液碱，32%),product__热轧普通板卷（4.75—11.5mm，Q235）,missing__热轧普通板卷（4.75—11.5mm，Q235）,twentieth_product__热轧普通板卷（4.75—11.5mm，Q235）,twentieth_missing__热轧普通板卷（4.75—11.5mm，Q235）,"product__线材（Φ8—10mm,HPB300）","missing__线材（Φ8—10mm,HPB300）","twentieth_product__线材（Φ8—10mm,HPB300）","twentieth_missing__线材（Φ8—10mm,HPB300）","product__螺纹钢（Φ20mm,HRB400E）","missing__螺纹钢（Φ20mm,HRB400E）","twentieth_product__螺纹钢（Φ20mm,HRB400E）","twentieth_missing__螺纹钢（Φ20mm,HRB400E）",product__尿素（中小颗粒）,missing__尿素（中小颗粒）,twentieth_product__尿素（中小颗粒）,twentieth_missing__尿素（中小颗粒）,product__线材（Φ8—10mm，HPB300）,missing__线材（Φ8—10mm，HPB300）,twentieth_product__线材（Φ8—10mm，HPB300）,twentieth_missing__线材（Φ8—10mm，HPB300）,category__九、林业__mean,category__九、林业__missing,twentieth_category__九、林业__mean,twentieth_category__九、林业__missing,category__八、农资__mean,category__八、农资__missing,twentieth_category__八、农资__mean,twentieth_category__八、农资__missing,category__六、非金属矿物制品__mean,category__六、非金属矿物制品__missing,twentieth_category__六、非金属矿物制品__mean,twentieth_category__六、非金属矿物制品__missing,product__乙醇（95.0%）,missing__乙醇（95.0%）,twentieth_product__乙醇（95.0%）,twentieth_missing__乙醇（95.0%）,product__冰醋酸（99.5%及以上）,missing__冰醋酸（99.5%及以上）,twentieth_product__冰醋酸（99.5%及以上）,twentieth_missing__冰醋酸（99.5%及以上）,product__多晶硅（致密料）,missing__多晶硅（致密料）,twentieth_product__多晶硅（致密料）,twentieth_missing__多晶硅（致密料）,product__浮法平板玻璃（5/6mm）,missing__浮法平板玻璃（5/6mm）,twentieth_product__浮法平板玻璃（5/6mm）,twentieth_missing__浮法平板玻璃（5/6mm）,product__白糖（国标一级白砂糖）,missing__白糖（国标一级白砂糖）,twentieth_product__白糖（国标一级白砂糖）,twentieth_missing__白糖（国标一级白砂糖）,product__磷肥（55%磷酸一铵）,missing__磷肥（55%磷酸一铵）,twentieth_product__磷肥（55%磷酸一铵）,twentieth_missing__磷肥（55%磷酸一铵）,product__磷酸铁锂（普通动力型）,missing__磷酸铁锂（普通动力型）,twentieth_product__磷酸铁锂（普通动力型）,twentieth_missing__磷酸铁锂（普通动力型）,product__钾肥（港口62%白色氯化钾）,missing__钾肥（港口62%白色氯化钾）,twentieth_product__钾肥（港口62%白色氯化钾）,twentieth_missing__钾肥（港口62%白色氯化钾）
2014-02,2014-02-14T09:30:00+08:00,early,,,,,0,1.0,1.0,,,,,0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1,,1,,1,,1,,1.0,,1.0,,1,,1,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1,,1,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1,,1,,1,,1,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1,,1,,1.0,,1.0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1.0,,1.0,,1,,1,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1,,1,,1.0,,1.0,,1.0,,1.0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,4839d0b8af0f42542b8e17ef30066e4e9ee3aa1a7ac677009137fccf6a809a8d,-0.2,2014-02-14T01:30:00+00:00,2014-03-09T01:30:00+00:00,publication,pseudo_real_time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03,2014-03-14T09:30:00+08:00,early,-1.6750892346883388,-1.1352517152793697,-1.7313009915744473,3.547704485304552,48,0.07692307692307687,1.0,,,,,0,1.0,-1.0320666440444923,0.0,,1.0,-1.5308649749270173,0.0,,1.0,-2.6884433992932224,0.0,,1.0,0.2254408753451084,0.0,,1.0,-2.0372977773430705,0.0,,1.0,-4.047044058049788,0.0,,1.0,-0.23797907215711742,0.0,,1.0,0.46326437779463425,0.8,,1.0,0.1620533533228753,0.0,,1.0,0.0,0.0,,1.0,0.7299366947092281,0.0,,1.0,,1.0,,1.0,0.4836577001071329,0.0,,1.0,-2.529483296804009,0.0,,1.0,-0.05403095836122503,0,,1,0.8347687832657446,0,,1,-1.9275316112877132,0.0,,1.0,-4.464774987652821,0,,1,-5.178781880938391,0.0,,1.0,-3.627411379984983,0.0,,1.0,-0.30087311085753266,0.0,,1.0,-0.09808344191497152,0.0,,1.0,-5.620252132717865,0.0,,1.0,,1.0,,1.0,-0.09763826729289513,0.0,,1.0,-0.030751809883835336,0,,1,0.2458752404883653,0.0,,1.0,0.7221950841502006,0.0,,1.0,0.46326437779463425,0.0,,1.0,-6.039674496240513,0.0,,1.0,-0.8794265633354574,0,,1,0.37556627960664446,0,,1,-6.831155518107772,0.0,,1.0,-1.2121534255209738,0.0,,1.0,-5.85025472321268,0.0,,1.0,-1.0583500050377659,0.0,,1.0,-0.21469264894188925,0,,1,0.1251837710340891,0.0,,1.0,-6.128083114928015,0,,1,-7.807440828430996,0,,1,-3.614689756948052,0,,1,0.605748346320394,0,,1,15.312010909680485,0,,1,0.39303141784689355,0.0,,1.0,-5.370817263205637,0,,1,0.5511388550012362,0.0,,1.0,-1.9842758845641462,0.0,,1.0,-0.9203043812409853,0.0,,1.0,-1.8185341964428159,0.0,,1.0,-2.0571397990081888,0.0,,1.0,-3.773304615959111,0,,1,-3.366902807534575,0.0,,1.0,-2.055453170262688,0.0,,1.0,-0.541560831146642,0,,1,-3.2738568524547027,0,,1,-1.2968081510624996,0,,1,-2.568468959991594,0,,1,-0.6692242413701357,0,,1,-7.984475612401225,0,,1,c205cdad893a947ef5e24ca81c60b1600fdf523c076dcfd9e2e9a65d855e86f8,-0.3,2014-03-14T01:30:00+00:00,2014-04-11T01:30:00+00:00,publication,pseudo_real_time,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
